annual_inc,bc_util,chargeoff_within_12_mths,dti,inq_last_6mths,mths_since_last_delinq,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,revol_bal,total_acc,int_rate,verification_status,home_ownership,term,TARGET
120000,77.8,0,13.18,0,13,1,0,0,81106,2500,4424,88.9,8825,27,6.92,Source Verified,RENT, 36 months,0
75000,35.6,0,18.94,0,40,0,0,0,334362,34400,24010,96.8,14894,31,6.39,Not Verified,MORTGAGE, 36 months,0
25000,78,0,30.77,1,40,0,0,0,39400,21300,1739,100,20862,18,17.57,Verified,RENT, 36 months,1
70000,63.4,0,29.94,0,31,0,0,0,281285,36000,18594,100,27027,24,9.17,Verified,MORTGAGE, 36 months,0
60123,66.1,0,26.24,0,36,0,0,0,338714,26800,14811,95.8,20840,24,15.61,Source Verified,MORTGAGE, 60 months,0
85000,67.4,0,23.65,1,78,0,0,0,206474,30900,10842,97.4,31178,39,10.99,Source Verified,MORTGAGE, 60 months,0
103000,86.1,0,9.83,0,10,0,0,0,79659,33100,2647,96.6,36938,29,12.69,Source Verified,OWN, 36 months,0
36000,65.7,0,21.2,0,33,0,1,0,39606,17100,1069,97.2,11389,37,16.55,Verified,RENT, 36 months,0
33500,101.3,0,23.75,0,15,0,0,0,30830,9000,2672,92.3,15656,13,14.65,Not Verified,RENT, 36 months,0
86000,77,0,16.91,2,20,0,1,0,64579,11250,11326,71,8616,21,12.29,Verified,MORTGAGE, 36 months,0
45000,96,0,11.15,0,23,0,0,0,135510,5300,16107,85,5997,13,13.99,Not Verified,MORTGAGE, 36 months,0
180000,18,0,7.58,0,5,0,0,0,1191303,137300,69178,92.9,20898,28,6.39,Not Verified,MORTGAGE, 36 months,0
140000,7,0,2.37,0,29,0,0,0,39800,24800,1769,100,10612,19,9.17,Verified,RENT, 60 months,0
110000,3.1,0,19.34,0,29,0,0,0,368406,8000,20410,75.9,7189,58,13.33,Verified,MORTGAGE, 60 months,0
40000,99.4,0,28.74,1,28,0,0,0,45114,15200,5461,94.1,15151,17,17.57,Verified,RENT, 36 months,0
50000,40.1,0,9.87,1,36,1,0,0,18563,1100,2096,69.2,2787,13,13.33,Source Verified,RENT, 36 months,1
45000,80.3,0,24.23,0,19,0,0,0,48562,10500,4527,92.9,8432,14,11.53,Source Verified,RENT, 36 months,0
50000,94.5,0,15.03,0,53,3,2,0,68187,5500,6142,92.7,8622,44,15.61,Source Verified,RENT, 36 months,0
50000,72.6,0,29.26,1,59,0,0,0,66828,8600,3791,81.2,11969,32,9.17,Source Verified,RENT, 36 months,0
40000,51.2,0,38.34,0,66,0,0,0,55158,9800,6840,100,5017,20,14.65,Source Verified,RENT, 36 months,0
32000,18.5,0,6.71,1,6,0,1,0,199492,14000,6913,91.7,3367,36,8.18,Verified,MORTGAGE, 36 months,0
78000,89.3,0,6.54,0,8,0,0,0,216635,9600,22416,91.3,9225,23,8.18,Not Verified,MORTGAGE, 36 months,0
62000,0,0,24.74,1,9,0,0,1,177145,500,23177,93.3,232,30,22.99,Not Verified,MORTGAGE, 60 months,1
65000,93.9,0,33.09,0,59,0,0,0,89123,28300,6010,100,32915,18,15.61,Source Verified,RENT, 36 months,0
56000,61.8,0,18.05,0,50,2,0,0,321795,22000,31398,87.5,15312,24,10.99,Not Verified,MORTGAGE, 60 months,0
44120,65.6,0,16.08,0,67,0,0,0,59447,5300,4927,100,3837,18,13.99,Not Verified,RENT, 36 months,0
63000,74.9,1,27.87,0,5,1,0,0,98383,9300,9495,90,7511,20,9.17,Source Verified,RENT, 36 months,0
69654,99,0,14.28,0,67,0,0,0,143183,3400,15515,93,7687,14,12.29,Not Verified,MORTGAGE, 36 months,0
70000,42.6,0,11.54,1,56,1,2,1,54385,15000,4397,92.3,8728,18,9.99,Source Verified,RENT, 36 months,0
50000,63.3,0,11.69,0,2,0,0,0,25378,17500,1620,100,13502,11,14.65,Source Verified,RENT, 36 months,1
47000,44.3,0,25.59,2,19,0,0,0,44077,11300,2352,94.6,5007,37,12.29,Source Verified,RENT, 36 months,0
20000,61.2,0,22.63,0,13,0,0,0,39406,16300,6050,80,9980,5,13.33,Not Verified,RENT, 36 months,0
120000,62.3,0,13.1,0,14,0,1,0,352299,10000,26225,97.1,6229,38,7.89,Not Verified,MORTGAGE, 36 months,0
24000,90.2,0,19.55,0,36,2,0,0,20127,4500,1301,58.3,6126,12,7.89,Verified,RENT, 36 months,1
36000,50.2,0,31.13,1,40,2,0,0,92135,22800,5023,93.3,12161,36,12.69,Verified,OWN, 36 months,1
72000,81,0,28.87,3,59,0,0,0,108361,25200,3372,100,25783,40,15.61,Verified,OWN, 36 months,0
42300,78.2,0,24.14,1,20,0,0,0,47661,4500,3164,89.5,4709,19,21.67,Verified,RENT, 36 months,0
70000,40.6,0,7.49,1,15,2,0,0,212697,21100,33019,78.6,8576,14,18.84,Source Verified,MORTGAGE, 60 months,1
90000,90.5,0,15.43,0,2,0,0,0,208007,19900,16983,100,31295,42,11.53,Verified,OWN, 36 months,0
105100,37,0,16.82,0,44,0,0,0,93000,58000,6432,100,21473,55,12.69,Verified,RENT, 60 months,0
60000,91.9,0,11.76,0,14,0,0,0,22708,14600,1859,94.4,15465,19,8.18,Source Verified,RENT, 36 months,0
109500,8.9,0,15.4,1,15,1,0,0,384358,0,28329,88.9,6529,19,10.99,Not Verified,MORTGAGE, 60 months,0
24000,23.4,0,25.95,0,19,0,0,0,51173,37500,973,100,11215,17,5.93,Verified,RENT, 36 months,0
84000,31.5,0,26.1,1,21,0,0,0,390209,71300,17552,100,22964,31,6.39,Not Verified,MORTGAGE, 36 months,0
230000,94.7,0,21.47,0,27,0,0,0,987728,32000,50217,100,52678,42,9.99,Verified,MORTGAGE, 36 months,1
41000,89.3,0,21.66,0,15,1,0,0,96792,4300,9688,81.2,4804,18,12.69,Not Verified,RENT, 36 months,0
55000,76.3,0,33.04,2,4,2,0,0,470508,37700,18015,93.1,35380,58,17.86,Verified,MORTGAGE, 36 months,1
70000,18.9,0,18.29,0,25,0,0,0,82008,24000,8415,100,4539,19,7.89,Not Verified,RENT, 36 months,0
34684,95.1,0,5.57,2,68,0,0,0,5300,2600,759,100,3794,7,10.99,Verified,RENT, 36 months,1
65000,54.2,0,13.74,0,61,1,0,0,47810,2600,5795,84.6,1731,13,12.29,Not Verified,RENT, 36 months,0
112000,88.1,0,21.76,0,16,4,0,0,526982,30700,24185,76.5,27168,34,12.29,Verified,RENT, 36 months,1
50000,97.1,0,16.27,0,56,0,0,0,164863,4600,12319,82.6,6286,23,9.99,Not Verified,MORTGAGE, 36 months,0
150000,0.4,0,7.83,0,36,0,0,0,117159,78000,2368,100,338,17,5.93,Source Verified,RENT, 36 months,0
25000,83.9,0,28.12,0,50,0,0,0,25600,17500,2805,93.3,16827,15,12.29,Not Verified,OWN, 36 months,0
40000,74.5,0,15.42,1,3,0,0,0,167458,4700,10253,90.5,6927,21,16.55,Not Verified,MORTGAGE, 36 months,0
60000,82.2,0,10.68,2,34,0,1,2,37735,2500,2932,100,2054,17,18.25,Verified,RENT, 36 months,0
26000,88.5,0,5.4,0,32,0,0,0,4300,1500,337,100,1687,6,17.86,Verified,RENT, 36 months,1
46000,40.6,1,11.79,0,14,1,0,0,28000,12200,616,92.2,5894,51,10.99,Not Verified,RENT, 36 months,0
131000,31.8,0,10.17,0,43,0,0,0,192628,18800,14781,85.3,16998,34,6.39,Not Verified,MORTGAGE, 36 months,0
48000,34.1,0,11.13,3,19,4,0,0,48300,17400,1042,92.7,13524,56,16.99,Verified,RENT, 36 months,0
138000,0,0,0,0,1,0,0,0,333600,5700,98312,100,0,13,14.65,Verified,MORTGAGE, 60 months,0
105000,36.7,0,11.05,1,57,4,0,1,159800,28500,8743,89.2,10473,37,10.99,Verified,MORTGAGE, 36 months,0
97000,100.2,0,17.93,0,60,0,0,0,72979,15000,3168,100,18693,24,9.99,Source Verified,MORTGAGE, 36 months,0
155000,20.3,0,13.36,0,63,1,1,0,69275,2700,5721,94.7,1232,52,17.86,Source Verified,MORTGAGE, 60 months,1
75000,90.5,0,18.7,2,37,0,0,0,230088,33200,15029,97.7,33683,45,13.33,Verified,MORTGAGE, 36 months,0
43000,15.3,0,10.99,1,34,0,0,0,77000,66000,2257,100,10551,20,9.17,Source Verified,MORTGAGE, 60 months,0
24000,98.3,0,33.78,1,28,0,0,0,24112,10800,1572,100,12030,10,22.99,Verified,RENT, 36 months,1
70000,60,0,19.66,0,12,0,0,0,69999,18700,6479,92.9,13286,15,12.29,Not Verified,RENT, 36 months,0
96000,62.9,0,23.28,1,37,0,0,0,94000,40800,3345,100,27316,31,20.49,Verified,OWN, 60 months,0
17000,42.2,0,9.6,0,8,0,0,0,10500,4400,608,100,4259,8,12.29,Not Verified,RENT, 36 months,1
52000,57.8,0,12.3,1,59,3,0,0,206999,500,26429,84,557,26,14.65,Source Verified,MORTGAGE, 36 months,0
80000,58.3,0,15.18,1,75,0,0,0,76910,31100,2811,96.4,28283,28,14.65,Source Verified,RENT, 60 months,0
112650,85.2,0,23.65,0,75,0,0,0,218599,29600,7112,100,25205,53,15.61,Not Verified,RENT, 36 months,0
51105,99,0,21.07,0,3,0,0,0,41464,7500,5343,100,9261,14,11.53,Source Verified,OWN, 36 months,0
20000,30.3,0,12.34,1,22,0,0,0,22900,20700,626,85.7,6262,14,9.17,Not Verified,RENT, 36 months,0
65000,13,0,36.95,1,10,1,2,0,307148,2200,32641,68.2,287,33,17.57,Not Verified,MORTGAGE, 36 months,1
30000,70.5,0,25.44,2,49,0,0,0,45116,7000,3086,100,5584,14,14.65,Source Verified,RENT, 36 months,0
76000,94.3,0,27.02,0,17,0,0,0,278205,9400,21220,100,16685,19,9.99,Not Verified,MORTGAGE, 36 months,0
85000,82.7,0,16.9,0,40,0,0,0,443717,26200,41865,96.3,46491,27,14.65,Source Verified,MORTGAGE, 60 months,0
65000,47.2,0,13.74,0,10,0,1,0,267270,16300,15666,100,8284,27,8.18,Source Verified,MORTGAGE, 36 months,0
75800,69,0,24.75,0,38,0,0,0,275172,58800,13108,94.6,51944,37,12.69,Source Verified,MORTGAGE, 60 months,1
45000,73.2,0,5.2,0,13,1,0,0,153259,1800,27910,88.2,1317,20,13.33,Not Verified,MORTGAGE, 36 months,0
38000,95.4,0,27.92,1,68,4,0,0,55581,6000,3430,88.9,11646,20,12.29,Not Verified,RENT, 36 months,1
50000,16,0,8.91,4,66,0,1,0,30483,18750,1664,44,3059,27,11.53,Not Verified,MORTGAGE, 36 months,0
57000,40.2,0,21.43,1,9,0,0,0,134262,75900,3560,100,30490,31,5.93,Not Verified,RENT, 36 months,0
55000,65,0,23.35,1,34,0,1,0,88201,5300,3944,100,13374,40,20.49,Source Verified,RENT, 36 months,0
6.00E+05,51.5,0,7.04,2,37,0,0,0,1112204,176500,72389,100,440237,50,11.53,Source Verified,MORTGAGE, 36 months,0
35000,99.8,0,38.31,0,6,0,0,0,32722,23000,9875,100,23478,14,10.99,Source Verified,RENT, 36 months,0
65000,91,0,25.76,1,61,0,1,0,52483,6000,4797,90,5777,31,11.53,Verified,RENT, 36 months,0
89000,54.7,0,10.17,2,16,0,0,0,236350,21000,36021,100,11490,21,7.89,Not Verified,MORTGAGE, 36 months,1
60000,83.2,0,30.9,1,30,1,0,0,276347,500,58289,80.8,5746,26,10.99,Not Verified,MORTGAGE, 36 months,0
85000,95.7,0,32.3,0,70,0,0,0,431058,28300,23668,100,35007,31,13.33,Source Verified,MORTGAGE, 36 months,0
81000,59.1,0,25.59,1,14,0,0,0,446683,43500,33471,96,31912,25,21.67,Source Verified,MORTGAGE, 60 months,1
52000,47.6,0,20.38,0,50,0,0,0,76474,24300,9237,100,11557,26,6.39,Not Verified,RENT, 36 months,0
65832,88.3,0,37.84,0,56,0,0,0,283272,0,17281,96.9,7479,33,12.69,Not Verified,RENT, 36 months,0
85000,58,0,25.91,0,23,0,0,1,395357,49400,15050,97.3,29078,37,12.69,Source Verified,MORTGAGE, 36 months,0
39000,44.2,0,9.32,1,22,0,0,0,116920,15800,9422,88.9,7546,18,6.92,Verified,MORTGAGE, 36 months,0
85000,97.4,0,16.28,2,20,0,0,0,51100,25500,5434,100,28488,27,17.86,Source Verified,RENT, 60 months,0
114600,25.8,0,20.76,0,36,1,1,0,107388,12500,8062,100,3231,23,10.99,Source Verified,OWN, 36 months,0
48000,83.3,0,21.55,0,47,0,0,0,99862,14600,4780,100,13243,35,17.86,Not Verified,RENT, 36 months,0
85500,100.3,0,14.39,0,40,0,0,0,209587,6600,25511,93.3,8378,15,10.99,Not Verified,MORTGAGE, 36 months,0
101122.59,63.1,0,22.63,0,24,0,1,0,123956,7400,7917,100,8220,38,9.17,Not Verified,OWN, 36 months,0
34672,75,0,30.22,0,2,0,0,0,132297,9500,8917,95.7,27171,23,17.57,Verified,MORTGAGE, 36 months,0
47000,54.9,0,24.77,0,54,0,0,0,111164,29500,5880,96.4,16189,28,14.65,Source Verified,RENT, 60 months,0
40000,70.6,0,29.49,1,9,0,0,0,123846,14800,7469,100,21620,35,16.99,Verified,MORTGAGE, 36 months,0
55000,45,0,22.28,0,52,1,0,0,34432,10500,3471,77.8,4726,9,18.25,Source Verified,MORTGAGE, 36 months,0
90000,88.5,0,15.49,0,45,0,0,0,65369,25000,6437,100,22134,21,7.89,Source Verified,RENT, 36 months,0
40000,39.4,0,25.61,1,14,0,1,1,41776,11100,1978,100,6405,30,9.99,Source Verified,RENT, 36 months,0
45000,99.8,0,7.63,0,60,0,0,0,54033,800,17365,100,50691,7,16.99,Source Verified,RENT, 36 months,0
1.00E+05,57.9,0,15.67,0,47,0,0,0,173733,42700,6986,100,28078,33,9.17,Not Verified,MORTGAGE, 36 months,0
14880,48.9,0,20.59,1,58,2,0,0,16800,7900,813,93.1,3864,29,8.18,Verified,RENT, 36 months,1
102932,83.2,0,12.37,1,73,0,0,0,544284,34600,36678,100,29805,19,16.55,Source Verified,MORTGAGE, 60 months,0
70000,35.7,0,14.9,2,36,0,0,0,122390,38500,7991,100,14683,22,7.89,Not Verified,MORTGAGE, 36 months,0
56000,50.1,0,15.43,1,37,0,0,0,31053,800,2658,88.9,1731,9,16.99,Verified,RENT, 36 months,0
49098,36.5,0,22.29,0,31,5,0,0,55191,1700,2946,62.5,12973,25,15.61,Not Verified,RENT, 36 months,0
85000,65,0,12.63,1,45,0,0,0,51892,24300,2712,100,17708,14,7.89,Not Verified,RENT, 36 months,0
30000,88.7,0,27.86,0,47,2,0,0,57808,1000,3866,92.9,2274,29,17.86,Source Verified,RENT, 36 months,0
75000,56.9,0,19.06,0,2,0,0,0,137576,10700,13938,92.3,9188,13,9.99,Not Verified,MORTGAGE, 36 months,0
97000,90,0,23.8,2,17,0,0,0,284216,14800,16258,82.2,22213,45,12.69,Source Verified,MORTGAGE, 36 months,0
62000,65.2,0,20.2,0,30,1,0,0,208357,10600,13557,92.3,10728,26,9.17,Not Verified,MORTGAGE, 60 months,0
49000,25,0,24.83,0,33,1,0,0,173340,9500,18202,89.3,3287,28,14.65,Not Verified,MORTGAGE, 60 months,0
45000,50.9,0,18.13,0,65,0,0,0,287950,17500,20494,100,8907,17,9.99,Verified,MORTGAGE, 36 months,0
149000,99.9,0,5.73,2,78,1,0,0,346966,11300,33288,95.7,13393,23,17.86,Verified,MORTGAGE, 36 months,0
55000,62.4,0,11.63,0,36,0,0,0,34351,13500,4871,88.2,8427,17,9.17,Source Verified,RENT, 36 months,0
53952,47,0,23.8,1,75,0,1,0,123988,7100,14336,100,3482,50,18.25,Source Verified,RENT, 60 months,1
72000,39.8,0,19.95,1,50,2,0,0,83420,36100,3533,92.9,22060,28,10.99,Source Verified,RENT, 60 months,0
205000,28.1,0,12.12,0,16,0,0,0,749079,59800,29879,100,23500,36,9.17,Source Verified,MORTGAGE, 60 months,0
150000,23.7,0,6.66,1,45,0,0,0,995341,148600,49106,100,36495,39,5.93,Source Verified,MORTGAGE, 36 months,0
109000,67.8,0,26.54,0,65,0,0,0,85755,3400,6910,100,8853,26,13.99,Source Verified,RENT, 36 months,1
40000,51.6,0,9.63,0,39,0,0,0,26500,6500,3468,100,3351,6,23.99,Source Verified,MORTGAGE, 60 months,1
65000,100.3,0,9.29,0,80,1,0,0,38057,8400,4689,100,8427,15,16.99,Source Verified,RENT, 36 months,1
85000,65.3,0,24.2,2,63,0,0,0,401709,31800,31173,100,23428,24,17.57,Verified,MORTGAGE, 36 months,1
75000,100.7,0,19.2,2,21,0,0,0,240233,9200,28460,100,13109,22,21.67,Source Verified,RENT, 60 months,1
65000,73.5,0,15.45,1,22,0,1,0,52900,6500,1998,100,6499,25,20.49,Source Verified,MORTGAGE, 60 months,1
95000,96.8,0,23.22,0,74,1,0,0,82055,4700,8086,100,4551,17,16.55,Source Verified,MORTGAGE, 36 months,0
50000,26.8,0,19.37,1,71,0,0,0,56300,37800,2675,100,14005,17,9.17,Not Verified,RENT, 36 months,0
31632,7.2,0,19.69,0,38,0,0,0,57196,4900,2212,95.8,3357,25,9.17,Not Verified,RENT, 36 months,0
50000,11.2,0,10.78,3,71,1,0,0,30988,10100,1056,88.9,1202,18,20.49,Not Verified,MORTGAGE, 36 months,0
110000,48.5,0,13.04,0,14,0,0,0,455153,60000,30712,100,29336,51,8.18,Source Verified,MORTGAGE, 60 months,0
60000,93.9,0,23.84,0,29,0,0,0,102274,21100,4696,100,21212,45,10.99,Not Verified,RENT, 36 months,0
95000,72.3,0,15.85,1,48,0,0,0,285836,17200,15810,100,77862,39,6.39,Not Verified,MORTGAGE, 36 months,0
65000,86.2,0,20.83,0,20,0,0,0,272723,13100,14379,93.3,26710,31,21.67,Verified,MORTGAGE, 60 months,0
60000,38.1,0,19.02,0,52,0,0,0,101527,23300,2007,100,9931,21,12.29,Not Verified,RENT, 36 months,0
42000,31.9,0,19.23,0,19,1,0,0,283397,35600,22414,94.4,14694,54,16.55,Not Verified,MORTGAGE, 60 months,0
24000,77.8,0,25.55,1,71,0,0,0,32083,1800,6122,100,2069,4,9.17,Not Verified,OWN, 36 months,0
48000,65.9,0,12.63,0,45,0,0,0,233225,16100,16344,95.7,43875,23,13.33,Not Verified,MORTGAGE, 60 months,0
15770,97.7,0,23.82,0,64,0,0,0,5172,3300,1196,100,3225,11,16.55,Verified,OWN, 36 months,1
120000,68.3,0,16.01,1,12,2,0,0,69163,13500,4239,91.1,13382,45,13.99,Source Verified,MORTGAGE, 60 months,0
65000,79.1,0,18.28,0,39,0,0,0,140412,19700,14186,93.7,15577,16,12.29,Not Verified,MORTGAGE, 36 months,1
111450,49.8,0,14.06,2,24,1,0,0,330751,57800,6135,96.8,30322,63,24.5,Verified,MORTGAGE, 60 months,0
40000,75.5,0,24.12,2,37,0,1,0,51391,13300,3697,100,10441,59,16.55,Source Verified,RENT, 36 months,0
39000,97.7,0,19.42,1,34,0,0,0,29025,4600,8098,100,4495,12,14.65,Source Verified,RENT, 36 months,0
26000,16.8,0,9.88,2,26,0,0,0,88800,59000,747,100,10462,45,6.39,Not Verified,OWN, 36 months,0
81000,88.2,0,9.09,0,25,4,0,0,33640,12000,1887,85.2,13486,28,10.99,Verified,RENT, 36 months,1
70000,94,0,19.53,0,70,0,0,0,431543,46400,16989,100,44079,38,14.65,Source Verified,OWN, 60 months,1
120000,94.9,0,18.12,0,41,0,0,0,83929,51000,5636,100,48379,20,11.53,Verified,RENT, 36 months,0
65000,26.4,0,21.06,0,34,0,0,0,224222,32300,11139,100,8695,23,18.25,Verified,MORTGAGE, 60 months,0
105000,94.4,0,9.12,3,3,0,0,0,256781,17600,26850,100,17255,22,9.99,Verified,MORTGAGE, 36 months,0
45000,51,0,8.96,0,26,0,1,0,164072,1350,17094,81,12484,26,16.55,Verified,MORTGAGE, 60 months,0
20000,86.3,0,9.54,1,20,0,0,0,60478,7700,4404,88.2,7023,45,13.99,Not Verified,RENT, 36 months,0
48000,80.6,0,22.28,1,42,0,0,0,56531,6400,3910,100,5160,24,11.53,Not Verified,OWN, 36 months,0
104000,95.2,0,14.52,0,7,0,0,0,397620,16800,34929,100,19014,35,11.53,Not Verified,OWN, 36 months,0
38000,77.9,0,17.75,0,62,0,3,0,31127,7500,3622,92.3,6610,15,9.17,Source Verified,RENT, 36 months,1
37000,94.5,0,10.44,1,72,0,0,0,19427,6600,3110,93.3,6240,15,17.86,Source Verified,RENT, 36 months,1
50336,91,0,19.05,0,73,0,0,0,42180,11000,3881,95.2,12853,22,14.65,Verified,RENT, 36 months,1
50400,93.2,0,33.04,0,55,0,0,0,70456,37900,3523,100,38349,17,18.25,Source Verified,MORTGAGE, 60 months,1
34000,71,0,25.84,0,60,1,0,0,128618,9200,14387,100,6528,20,11.53,Source Verified,MORTGAGE, 36 months,0
48000,78.5,0,29.55,0,6,0,0,1,61730,800,4136,75,5122,20,14.65,Source Verified,MORTGAGE, 36 months,1
101000,64.4,0,2.99,2,52,1,0,0,67153,6500,9199,91.3,4733,46,20.49,Verified,MORTGAGE, 60 months,0
61000,95.6,0,36.08,0,12,0,0,0,316559,14400,14977,92.5,21128,54,11.53,Not Verified,MORTGAGE, 36 months,0
21000,34.6,0,25.54,1,62,0,0,0,24075,10700,1630,100,7407,15,19.52,Verified,RENT, 36 months,1
75000,112.4,0,11.81,5,14,4,0,0,55729,5300,2715,80.5,11936,41,14.65,Verified,OWN, 36 months,0
63000,49.7,0,16.86,1,75,0,0,0,75194,23900,4071,96.7,11880,30,5.93,Not Verified,RENT, 36 months,0
32000,15.4,0,30.09,2,24,1,0,0,37078,1300,5305,81.8,2974,11,13.99,Source Verified,RENT, 36 months,1
50843,41.8,0,13.39,0,32,1,0,0,200799,17500,35943,91.7,7317,13,6.92,Source Verified,MORTGAGE, 36 months,0
52000,44.6,0,13.55,0,36,0,0,0,198604,11500,25689,100,5205,10,13.33,Not Verified,MORTGAGE, 36 months,0
37500,4.8,0,9.6,0,47,0,1,0,227745,9100,26452,100,454,26,11.53,Not Verified,MORTGAGE, 36 months,0
82000,26.8,0,28.8,0,9,1,0,0,109937,25500,7157,92.6,6843,27,17.86,Source Verified,MORTGAGE, 60 months,1
47600,63.9,0,30.38,2,79,0,0,0,61372,23800,3028,100,19473,34,12.29,Source Verified,RENT, 36 months,0
50000,82.4,0,20.86,0,7,0,0,0,211564,17500,13520,100,15114,19,9.99,Not Verified,MORTGAGE, 36 months,1
25000,67.8,0,3.79,0,8,0,0,0,22199,3800,1379,100,2575,27,18.84,Source Verified,RENT, 36 months,0
155000,94.9,0,13.7,1,8,0,0,0,24400,20000,1968,96.2,19675,26,11.53,Verified,RENT, 36 months,0
365000,65.2,0,0.82,1,17,1,0,0,12900,12900,2805,73.7,8416,22,9.99,Verified,MORTGAGE, 36 months,0
34925,42.2,0,3.57,1,31,3,0,0,87000,8500,19211,87.1,3587,32,9.17,Not Verified,OWN, 36 months,0
35000,95,0,38.38,0,51,0,0,0,56632,28400,6630,100,26975,13,14.65,Source Verified,RENT, 36 months,0
52000,41,0,23.15,2,6,0,1,0,254573,10400,12768,62,53770,42,14.65,Not Verified,MORTGAGE, 36 months,0
162000,81.5,0,18.5,1,33,0,0,0,119254,55000,10573,100,46800,25,7.89,Source Verified,RENT, 36 months,0
44000,20,0,25.48,1,17,1,0,0,138738,3300,13583,81.2,659,17,19.52,Not Verified,MORTGAGE, 36 months,0
147000,69.2,0,19.66,0,54,1,0,0,87624,60400,13748,93.7,43816,16,15.61,Verified,MORTGAGE, 60 months,1
78000,50.4,0,17.75,2,31,0,0,0,421636,55000,26447,100,28042,37,9.99,Verified,MORTGAGE, 60 months,0
89900,90.2,0,13.82,0,47,0,0,0,394389,10200,47197,100,14261,18,12.29,Source Verified,MORTGAGE, 60 months,0
188000,121.7,0,17.44,2,45,0,0,0,737861,12800,85890,100,46805,31,15.61,Not Verified,MORTGAGE, 60 months,0
65000,55.7,0,19.61,2,81,0,1,0,65852,11300,6044,100,6768,16,12.29,Source Verified,MORTGAGE, 36 months,0
82441,86.4,0,12.43,1,72,0,0,0,100608,6000,7594,100,31192,46,11.53,Not Verified,MORTGAGE, 36 months,1
28000,93.2,0,34.68,1,72,0,0,0,77991,4900,3020,100,19855,43,12.69,Source Verified,RENT, 36 months,1
70000,55.8,0,19.18,0,64,0,0,0,294250,43000,25043,100,31988,23,7.89,Source Verified,MORTGAGE, 60 months,0
65000,7.9,0,16.65,1,22,0,0,0,325835,66600,6869,100,11475,54,9.17,Verified,MORTGAGE, 36 months,0
66000,69.1,0,17.76,1,53,0,1,0,66863,7200,3049,96.4,6463,39,9.99,Source Verified,RENT, 36 months,0
70000,67.1,0,19.74,2,31,3,0,0,82163,21400,3497,94.7,18727,59,9.99,Source Verified,RENT, 36 months,0
81000,63.3,0,24.18,0,5,1,0,0,109198,6600,7814,92.9,17245,28,11.53,Not Verified,RENT, 36 months,0
250000,40.4,0,11.69,3,68,6,0,0,394838,10000,35358,86.4,14072,26,18.25,Verified,MORTGAGE, 36 months,0
46200,102.7,0,24.31,1,28,0,0,0,40700,7500,7105,100,14418,15,12.29,Source Verified,RENT, 36 months,1
31000,39.8,0,16.26,0,11,0,0,0,213605,21800,17765,100,19315,42,12.29,Not Verified,RENT, 60 months,0
34200,94.8,0,17.93,0,31,0,0,0,36927,2600,2881,100,3980,26,20.49,Source Verified,RENT, 36 months,0
35000,22.9,0,6.63,0,61,1,0,0,16100,10500,1227,90.9,7362,11,11.53,Not Verified,OWN, 36 months,0
72000,67.3,0,11.97,0,15,0,0,0,51870,12500,3785,100,13038,18,6.68,Not Verified,RENT, 36 months,0
46986,90.6,0,31.14,1,76,0,0,0,64824,8600,3362,100,20178,21,13.33,Verified,MORTGAGE, 36 months,0
30000,39.2,0,26.52,2,3,0,0,0,45549,11400,3655,100,4470,11,12.69,Not Verified,OWN, 36 months,0
38000,82.3,0,10.04,0,19,0,0,0,26021,14000,2689,90.9,11516,11,15.61,Not Verified,RENT, 36 months,0
50000,10.1,0,15.24,0,12,0,1,0,39400,18900,1999,100,2542,11,9.17,Source Verified,RENT, 36 months,0
82712,57.7,0,22.74,1,18,0,0,0,87436,32700,4844,100,20457,20,22.99,Verified,RENT, 36 months,1
225000,71.8,0,16.2,0,65,0,0,0,366267,79200,18708,100,62528,34,10.99,Source Verified,RENT, 60 months,0
110000,19.1,0,6.5,0,46,5,0,0,695051,18300,39182,69,3633,29,7.89,Verified,MORTGAGE, 36 months,0
38000,58.9,0,14.72,1,2,0,0,0,133641,5000,11235,86.2,3617,30,16.55,Not Verified,MORTGAGE, 36 months,1
75000,81.9,0,15.81,1,11,0,0,0,36324,1500,1478,90.5,4300,21,14.65,Source Verified,MORTGAGE, 36 months,0
60756,99.9,0,11.61,1,62,0,0,0,71220,2000,6866,100,5820,16,15.61,Source Verified,RENT, 60 months,0
126500,65.8,0,26.54,1,43,1,0,0,507990,84000,16559,98,60497,49,12.29,Source Verified,MORTGAGE, 36 months,1
54000,65,0,17.69,3,15,0,1,0,39648,5750,3669,82,4151,34,17.57,Not Verified,RENT, 36 months,0
45000,12,0,33.01,1,70,0,0,0,166976,12000,5995,100,30891,43,14.65,Not Verified,MORTGAGE, 60 months,0
75000,95.7,0,24.66,1,25,0,1,0,287199,8100,34154,100,7754,25,13.99,Source Verified,MORTGAGE, 36 months,0
60000,75.8,0,29.46,1,13,0,0,0,139034,11600,9571,82.6,75010,23,12.29,Verified,OWN, 36 months,0
120000,68.6,0,24.54,0,25,1,0,0,392077,0,58437,96.6,13123,29,14.65,Verified,MORTGAGE, 60 months,0
45000,14.6,0,27.92,0,68,0,0,0,91475,12100,3230,100,11576,26,20.49,Source Verified,RENT, 60 months,1
